sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
53085693	responsibility	up	give	23	23	21	21	20	20	Secretary of Defense will not yield to others in conveying commands to military forces ; the Justice Department will not give up the responsibility of deciding whether to seek arrest warrants .
53112946	life	up	give	39	39	33	33	32	32	Seeing it as the key to unlocking the great power he ' d sought , Kagato warns the boy not to swing around others ' property so lightly , telling Tenchi to give up the sword and not his life .
53133518	banking	up	give	23	23	22	22	21	21	Seeing the fate of the Templars , the Hospitallers of St John of Jerusalem and of Rhodes were also convinced to give up banking at this time .
53134276	business	up	give	13	13	10	10	9	9	Seeing these photos in the tabloids prompts Homer to give up the paparazzi business temporarily , but Lenny and Carl persuade him to resume his work , using a camera that Moe had hidden in the ladies ' room of his tavern .
53134346	status	up	given	25	25	22	22	21	21	Seeing the split lip and condensed breath coming from his mouth in the cold air , Maggie realizes that he has given up his exalted status for her love .
53135210	kickboxing	up	give	11	11	10	10	9	9	Seeing what he had done , he decides to give up kickboxing once and for all .
53137384	life	up	gives	11	11	9	9	8	8	Seeking help from the sea witch , Marina gives up her life as mermaid and her voice to gain legs .
53138562	production	up	gave	16	16	14	14	13	13	Seeking to return to his `` first love '' , teaching , Walker gave up radio production and took an appointment as Professor of Music at McMaster University in Hamilton , Ontario , where he chaired the Department of Music 1971-1980 and 1989-1995 .
53141990	morality	up	giving	13	13	11	11	10	10	Seemabaddha -LRB- Company Limited -RRB- portrayed an already successful man giving up his morality for further gains .
53143281	career	up	gave	18	18	16	16	15	15	Seemingly a debt-ridden slacker , Tae-bong actually comes from a rich family , but he gave up his career as a lawyer , and dreams of becoming a chef .
53146715	loss	up	gave	17	17	15	15	14	14	Seawolves lead against South Florida 14-0 early in the game but lost control and gave up a loss at South Florida , 59-14 .
53154424	land	up	given	21	21	19	19	18	18	Second , after the 1948 war , Israel claimed that the people who fled the war zone had given up their land voluntarily - - a clever move in the short term , maybe , but one that poisoned the whole idea of voluntary land sales ever since .
53155658	stone	up	give	8	8	6	6	5	5	Scrooge is eventually forced to give up the stone and gives it to Monsieur Mattressface of The International Money Council .
53215754	career	up	give	7	7	5	5	4	4	Sarah finally decides to give up her career and move with Jack to Sonoma , California , to be with her fianc e .
53220140	husband	up	give	14	14	15	15	12	12	Sarah ' s plan is thwarted however , as Sonia refuses to give her husband up .
53221727	picture	up	give	7	7	5	5	4	4	Sara is reluctant to give up the picture , which serves as a reminder of her youth .
53224329	prostitution	up	giving	9	9	8	8	7	7	Sarasu is attracted by the notion of giving up prostitution and leading a normal life as Devu ' s wife , though she wonders if they ' ll be able to pull it off .
53235032	career	up	gave	14	14	11	11	10	10	Savage ' s Parsifal tour of America , and Florence gave up her singing career to set up home in America .
53236208	sport	up	giving	15	15	13	13	12	12	Savannah made it quite clear that she was not going to take giving up the sport quietly .
53244956	spot	up	gave	29	29	27	27	26	26	S a was the second last Brazilian to secure his place at the 2004 Olympics , S a only participated at the Games because another team gave up their spot .
53245161	bass	up	giving	33	33	31	31	30	30	Saw Delight is the ninth Can studio album , and features two new band members who were ex-members of the band Traffic , with Can ' s bassist Holger Czukay giving up the bass in favour of experimental effects .
53249649	time	up	give	16	16	13	13	12	12	SARS was established in 1972 as a group of doctors willing to give up their spare time to assist at the scene of trauma and medical emergencies .
53253584	Idol	up	give	34	34	30	30	29	29	Sash asked his alliance to keep Marty around for one more Tribal Council so that he could keep his word on the deal that he made with Marty to give up the Hidden Immunity Idol .
53262210	crime	up	give	16	16	15	15	14	14	Sathi Babu tells her the truth about him being a thief and resolves to give up crime forever .
53262594	guru	up	give	24	24	13	13	12	12	Sathya Sai Baba has said that his followers do not need to give up their original religion , '' Suicide , sex and the guru '' , Dominic Kennedy , The Times -LRB- UK -RRB- , 27 August 2001 saying `` My objective is the establishment of Sanathana Dharma , which believes in one God as propitiated by the founders of all religions .
53274381	Ring	up	give	26	26	23	23	22	22	Sayaka enrolls in a middle school in the Wonderland to take up some of her time while she waits for Ureshiko to give up the Managerial Ring .
53296232	R	up	give	25	25	24	24	23	23	Scared at the thought of losing her sister , Buffy shows that the spell was not that strong and admits her willingness to give up R .
53298009	music	up	gave	24	24	22	22	21	21	Santo Pecora on trombone , the black New Orleanian Omar Simeon on clarinet and the legendary Chicagoan altoist -LRB- who later gave up full-time music for the priesthood and became `` Brother Matthew '' -RRB- , Boyce Brown .
53298042	practice	up	giving	16	16	14	14	13	13	Santora graduated from Columbia Law School and practiced law for six years before giving up full-time practice to write and produce television .
53304390	education	up	give	10	10	8	8	7	7	Sapag and his brothers were forced to give up their education to work to support the family and they moved to Cutral C o to set up a company .
53305452	hope	up	given	9	9	7	7	6	6	Sapir , who had by then given up the hope of working at one of the few American research universities , accepted the appointment and moved to Ottawa .
53308231	baby	up	give	8	8	6	6	5	5	Sara announces she will not give up the baby , and , encouraged by Baldwin , leaves with her boyfriend Sandy instead .
53310525	seat	up	gave	20	20	18	18	17	17	Sarbanes sought the Democratic nomination for Maryland ' s third congressional district after 10-term incumbent Ben Cardin gave up the seat to run for the Senate seat of John Sarbanes ' father , Paul Sarbanes .
53310657	hope	up	given	27	27	26	26	25	25	Sarbi ' s handler Corporal David Simpson , who was one of nine Australian soldiers injured in the ambush , was said to have never given up hope of finding her , and was profoundly relieved at her recovery , according to Hulse .
53316604	chance	up	giving	25	25	23	23	22	22	Saritha , after reading her boyfriend ' s love letter to her sister , arranges for them to get married , thus giving up her chance of having a life with him .
53319154	dancing	up	gave	3	3	2	2	1	1	Saroja gave up dancing after her marriage following conservative and adverse reactions to her performing in public venues and took instead to teaching children dance at home .
53339870	writing	up	gave	11	11	9	9	8	8	Santa Cruz , California , Bandler and Grinder gave up academic writing and produced popular books from seminar transcripts , such as Frogs into Princes , which sold more than 270 , 000 copies .
53343860	child	up	give	15	15	13	13	12	12	Santana found out that she was pregnant and she was forced to give up the child , who was later adopted by Stockman DeMott and his wife Gina .
53352978	power	up	give	7	7	6	6	5	5	Sandaki Mari Djata refused to give up power and killed him .
53360626	run	up	gave	7	7	4	4	3	3	San Diego closer gave up a home run to Mois e s Alou on his first delivery in the ninth inning , tying the game .
53360627	run	up	gives	7	7	4	4	3	3	San Diego closer gives up a home run to Mois e s Alou on his first delivery in the ninth inning , tying the game .
53360908	goal	up	gave	6	6	3	3	2	2	San Diego gave up a field goal , then went on a 10 point streak .
53362309	score	up	gave	15	15	13	13	12	12	San Diego would score their only touchdown in the second , but gave up another score to the Bengals and trailed 17-7 at halftime .
53366903	bed	up	gave	25	25	22	22	21	21	Sandra , placing her personal belongings onto Celia ' s chosen bed , stirred up conflict in the house until London gave up her own bed .
53367711	skating	up	gives	22	22	20	20	19	19	Sandro , an indomitable bulldog , a great man and model player , decides in fact to withdraw and gives up ice skating .
53371763	hospital	up	gives	5	5	3	3	2	2	Sandy finally gives up the hospital and supports D .
53401887	courtesy	up	give	18	18	22	22	16	16	Sam , if you ' re going to call my proposal vindictive in public , please give the courtesy of a heads up .
53403690	information	up	give	9	9	7	7	6	6	Sam is tortured but does not give up any information .
53414760	game	up	giving	8	8	4	4	3	3	San Francisco entered giving up 32 points a game , but the defense was not to fault early on because turnovers allowed the Bears to work from short fields .
53415639	turnover	up	giving	36	36	34	34	33	33	San Francisco led 13-3 at halftime after scoring on three of its first four drives , wishing it had a bigger lead after out gaining Detroit 247-102 yards and recovering a fumble without giving up a turnover .
53415979	hope	up	gives	16	16	13	13	12	12	San Francisco on the day of the attack , and she now gives up her last hope that he will someday return home .
53422812	activity	up	gives	59	59	56	56	55	55	Sanjana would like Arjun and her brothers to go straight , and Arjun agrees with her and he starts to work on Raghu - the more flexible of the two - and partially succeeds - especially since Raghu is romantically involved with a school-teacher , who will have nothing to do with him unless he gives up all criminal activity .
53428895	lead	up	give	25	25	22	22	21	21	Sam Bradford added three TD passes in the first half in which the Sooners -LRB- 7-1 , 4-1 Big 12 -RRB- give up a 28-7 lead before taking control by scoring 27 consecutive points .
53430155	place	up	give	11	11	9	9	8	8	Sam does not know if she wants to give up her place at her dream school just to be with Eduardo in a different country and tells the others she is not ready to make her decision .
53439010	return	up	give	19	19	16	16	15	15	Sampson is driven off , and Champernell beats La-Writ until the repentant attorney agrees to give up fighting and return to lawyering once again .
53440289	attempt	up	gave	5	5	3	3	2	2	SAMSA eventually gave up their attempt to pursue payment , and the costs , R39 million , were borne by South Africa .
53441542	commission	up	gave	16	16	13	13	12	12	Samson became commanding officer of this group , and in August 1919 gave up his naval commission and received instead a permanent commission in the RAF with the rank of Group Captain .
53444400	baby	up	give	8	8	9	9	6	6	Sam tries to convince Ellen to give the baby up for adoption .
53455841	freedom	up	gave	14	14	11	11	10	10	Rousseau really think that everyone signed a document where we gave up our absolute freedom in exchange for security .
53480318	force	up	gave	18	18	14	14	13	13	Sadly , Danica was then forced to watch for five years as Cadderly gave up his own life force to construct the Spirit Soaring cathedral , making him an old man .
53480810	game	up	give	16	16	14	14	13	13	Sadly , his fitness had been irrevocably damaged and he was forced to give up the game after 2 matches in the following season .
53481374	bit	up	gives	24	24	21	21	20	20	Sadly , it looks like this whole case will now have to go to ArbCom , even if Husnock voluntarily gives up his admin bit .
53490196	chance	up	giving	7	7	5	5	4	4	Safety play usually involves giving up the chance of the maximum result in exchange for the best chance of making the contract .
53501016	prostitution	up	give	10	10	9	9	8	8	Salih gets Tina to promise that she will give up prostitution , but this causes hardship because they now have no income .
53509783	faith	up	give	46	46	44	44	43	43	Saint Alban , the first British Christian martyr , was beheaded in AD 308 by Maximian on the orders of Emperor Diocletian , who denounced Christianity and had ordered the deaths of all subjects and allies of the Roman Empire who refused to give up the faith .
53519097	water	up	give	31	31	30	30	29	29	Saltwater is just a tiny bit saltier than your body ' s natural fluids , so even if your stomach is full of saltwater , your cells will actually give up water to dilute it , even if it means dehydrating themselves .
53520187	fort	up	giving	26	26	24	24	23	23	Saluva Narashima ' s war with the Gajapatis over Udayagiri in 1489 proved disastrous when he was taken prisoner and released later after giving up the fort and surrounding areas to the Gajapatis of Orissa .
53529133	career	up	gave	11	11	8	8	7	7	Sachs determined to study medicine , and gave up his legal career to enter the University of Illinois College of Medicine , from which he graduated in 1895 .
53547482	war	up	give	6	6	4	4	3	3	Salomon did not give up his war with Robert or his alliance with the Vikings quite so readily , however .
53550512	map	up	give	10	10	8	8	7	7	Sal tells Ace she ' ll only give up the map if he refuses to kill Duke and Chester , but instead he forms a posse to dispose of them .
53556908	life	up	give	18	18	16	16	15	15	Sakichi and Ishimatsu allow him to hide with them , but Sakichi urges him to give up his life of crime .
53562811	part	up	giving	40	40	39	39	38	38	Salary packaging -LRB- also known as salary sacrifice or salary exchange -RRB- is a term used to refer to the inclusion of employee benefits -LRB- also called fringe benefits -RRB- in an employee remuneration package in exchange for giving up part of monetary salary .
53563005	conflict	up	give	16	16	12	12	11	11	Salassa indulges in her power over Velasco by asking him to give up all combat and conflict , or even wearing a sword and defending his reputation , for a period of two years .
53571930	anger	up	gave	6	6	3	3	2	2	Sai Baba gave up his feigned anger and rebuked them for the sacrilege .
53572839	relationship	up	give	9	9	7	7	6	6	Sa i d counsels Beecher to give up his relationship with Keller and help Guenzel any way he can .
53587843	smoking	up	giving	31	31	30	30	29	29	Rules have been primarily aimed at the children , including both diet and exercise , but there have also been a couple of rules for adults , such as giving up smoking -LRB- and in one case going back to university -RRB- .
53591885	horse	up	give	13	13	11	11	10	10	Rumors are that Sean wrote this song about having to give up his horse , that would help explain the music video plot .
53593306	governorship	up	gave	14	14	10	10	9	9	Rumour persisted in Hong Kong when Norman-Walker , who gave up his more prestigious governorship in the Seychelles , assumed the post of Colonial Secretary .
53593523	music	up	given	7	7	6	6	5	5	Rumours circulated that he had given up music .
53599395	ascent	up	gave	12	12	10	10	9	9	Rosa to the southeast of Pikes Peak , and gave up the ascent in waist-deep snow .
53599489	stage	up	giving	10	10	8	8	7	7	Rosa was accepted by her parents after giving up the stage and marrying Reverend Bedwell .
53601975	will	up	give	21	21	18	18	17	17	Rose begrudgingly accepts , still refusing to embrace the cruel ways of the Club and refusing to give up her independent will , apparently with a secret agenda of her own .
53603083	pursuit	up	gave	32	32	30	30	29	29	Rosecrans ' s cavalry and some infantry pursued Price for 15 miles , but owing to the exhausted condition of his troops , his column was outrun and he gave up the pursuit .
53603142	territory	up	give	17	17	13	13	12	12	Rosecrans were effectively ignored by Burnside , who did not want to give up his newly occupied territory and its loyal citizens .
53604003	business	up	gave	4	4	2	2	1	1	Rose gave up the business in 1975 and returned to Wales , to Old Bodnod - a house on the Aberconway estate which had been given to her husband by his father ; this house was later let for a short period to American actress Katharine Hepburn , who was at the time filming nearby .
53604034	stage	up	gives	4	4	2	2	1	1	Rose gives up the stage when she decides to marry her sweetheart , Arthur Gower , in order to please his conservative family .
53606086	career	up	gave	5	5	3	3	2	2	Rosemarie temporarily gave up her career when her children were young .
53618951	key	up	gives	4	4	2	2	1	1	Romana gives up the key for her mother but is tricked as Elvira eliminates Elsa .
53635991	position	up	give	32	32	29	29	28	28	Ross had been joint-Chief Operating Officer with Dunstone from 1990 and 2003 , whereas Dunstone stayed with the business that he still runs today , Ross started to give up his executive position from 2003 .
53636033	boxing	up	give	5	5	4	4	3	3	Ross had to give up boxing because of a heart condition , Cooper went on to fight former Heavyweight Champion Evander Holyfield .
53636782	amount	up	given	12	12	3	3	2	2	Rossi had given up five points in that round , the same amount by which he was behind Hayden in the final standings .
53650930	program	up	give	8	8	6	6	5	5	RTL did not want to give up the program , and so they searched hard for a new sponsor .
53655919	position	up	gave	7	7	4	4	3	3	Rub e n gave up his executive position when he entered Congress , but remained a director and major stockholder .
53658439	performance	up	given	13	13	12	12	11	11	Rubin returned to playing jazz in late 1979 , having previously given up performance for more than a decade after his emigration from Africa .
53667862	sculpture	up	gave	17	17	16	16	15	15	Ruined by this work , sick as a result of the war , he almost gave up sculpture .
53668998	painting	up	give	15	15	14	14	13	13	Ruiz felt that the thirteen-year-old Picasso had surpassed him , and vowed to give up painting , though paintings by him exist from later years .
53678809	fight	up	giving	20	20	18	18	17	17	Rudolf H o ss finally revealed the true extent of the crimes and led to the defendants giving up the fight .
53684188	horseback	up	gave	12	12	11	11	10	10	R o hm was long an avid equestrian , but gave up horseback riding after a 2005 accident that she spoke about in a 2011 episode of the Biography Channel series Celebrity Close Calls .
53685042	Spirit	up	gave	13	13	10	10	9	9	Roia searches for Zed and asks him why he gave up his key Spirit .
53688116	role	up	giving	16	16	14	14	13	13	Roland Fabiani has since decided to return to playing football , hence his giving up his role as assistant manager to Mark Cameron .
53688129	scheme	up	gave	10	10	3	3	2	2	Roland finally gave up the old and odd 8x8 bank-patch scheme in favor of straightforward decimal numbering , what KORG did a decade before with M1 -RRB- .
53690485	governorship	up	give	29	29	27	27	26	26	Role in 2012 presidential electionOn August 27 , 2012 , the New York Post reported that according to anonymous sources Christie had not been willing to give up the governorship to be Mitt Romney ' s running mate because he had doubts about their ability to win .
53699750	Power	up	gave	36	36	26	26	25	25	Rocco Sisto -RRB- Godfrey repeats how Allen said he had no heart , and wonders aloud if the truth is really known , how he gave up his heart and soul to possess Dagger , the Power of the Wolf .
53713211	seat	up	gave	4	4	2	2	1	1	Roncalio gave up the seat two years later to become the Democratic nominee for United States Senate .
53720289	custody	up	give	14	14	13	13	12	12	Robert is arrested , but because of his heroism and refusal to give up custody of his godson in favor of the Sweets -LRB- whom he has now befriended -RRB- , he is viewed by the townspeople as a hero even before the trial comes to its conclusion .
53722230	divinity	up	gives	14	14	12	12	11	11	Robert King features an earlier cat lord called Malkin , who gives up his divinity for the sake of a mortal woman .
53725245	career	up	give	16	16	14	14	13	13	Robert Martin and Broadway star Janet Van De Graaff , who plans to give up her career for married life .
53735136	puck	up	gave	33	33	31	31	30	30	Rome and the Canucks maintained that the play was a good hit that went bad , but the NHL determined that the hit came more than a second after Horton gave up the puck .
53735424	communion	up	give	7	7	6	6	5	5	Rome , but refused to give up communion with Miaphysites and to omit Acacius ' s name in his diptychs .
53738236	run	up	giving	21	21	18	18	17	17	Romero became one of the most reliable bullpen arms for the Phillies down the stretch by not giving up a single run in innings pitched in September .
53741447	control	up	giving	17	17	16	16	15	15	Romney also imposed a new governing structure that included Bain and the other founding partners giving up control , and increasing fiscal transparency .
53746663	position	up	gave	4	4	2	2	1	1	Rosetti gave up his position as Interior Minister , and resigned his post in the Deputies ' Chamber , astonished that the PNL was ignoring his main proposals .
53751934	hope	up	gives	5	5	4	4	3	3	Rossam u nd gives up hope of being rescued until whatever is inside the crate begins talking to him .
53753474	run	up	giving	20	20	14	14	13	13	Ross Detwiler pitched very well for the Nationals , tossing six innings while giving up just three hits and one run .
53755300	pride	up	give	27	27	18	18	17	17	Rocky refuses , and insists he will be `` tough '' to the end , and not give up the one thing he has left , his pride .
53755629	life	up	giving	11	11	9	9	8	8	Rocky uses his talent to hypnotize Nockman into giving up his life of crime .
53756953	homer	up	gave	12	12	9	9	8	8	Rod Beck came on in relief and promptly gave up a leadoff homer to Bernie Williams to lose the game for the Red Sox .
53758345	money	up	giving	7	7	4	4	3	3	Rod ends up giving up all the money he has raised so far to cover the respective damages .
53760093	ownership	up	give	18	18	17	17	16	16	Rodgers and Hammerstein , however , owned all dramatic rights to the novel and did not give up ownership .
53761443	command	up	give	6	6	5	5	4	4	Rodil was forced to give up command to Manuel Lorenzo .
53762907	ambition	up	give	10	10	8	8	7	7	Rodney calls his parents , intending to give up his ambition of becoming an inventor and return to Rivet Town , but his father again encourages Rodney to pursue his dream .
53763208	rectorate	up	gave	4	4	2	2	1	1	Rodney gave up the rectorate of Elmley in 1818 .
53772853	status	up	giving	16	16	13	13	12	12	Rouen have not maintain a consistent place in the first division since giving up its professional status .
53791075	seat	up	gave	21	21	19	19	18	18	Roosevelt ' s first `` New Deal '' Congress , his political career stalled in 1938 when he gave up his seat at Roosevelt ' s urging to run for a U .
53799251	run	up	giving	16	16	13	13	12	12	Rosado was the winning pitcher in the 1997 MLB All-Star Game despite giving up a home run to Javy Lopez .
53800014	beauty	up	give	39	39	35	35	34	34	Rosalie is bitter that her life as a vampire prevents her from having children and experiencing the normal changes of life , and her desire to be human is so strong that she would give up her immortality and beauty for it .
53801182	everything	up	giving	25	25	24	24	23	23	Rosamund Watson ' s `` Ballad of Pentyre Town '' uses the sandbank for imagery to elicit feelings of melancholy when talking of giving up everything for love .
53801611	seat	up	give	12	12	10	10	9	9	Rosa Parks had been riding when she refused to give up her seat and was arrested .
53801618	seat	up	give	10	10	8	8	7	7	Rosa Parks is arrested for refusing to give up her seat on a bus to a white person , and the national civil rights movement begins .
53801635	seat	up	give	7	7	5	5	4	4	Rosa Parks refused to give up her seat to a white passenger on that Alabama day in -LSB- 1955 -RSB- .
53801637	seat	up	give	7	7	5	5	4	4	Rosa Parks refuses to give up her seat on a bus , starting the Montgomery Bus Boycott .
53801645	seat	up	give	6	6	4	4	3	3	Rosa Parks to give up her seat , because his action precipitated a notable event .
53801652	seat	up	give	10	10	8	8	7	7	Rosa Parks was arrested for refusing to give up her seat on the bus to a white person .
53808901	presidency	up	gave	4	4	2	2	1	1	Rivarola gave up the presidency on August 31 , 1870 , but regained it the next day when the provisional government was renewed , and remained president for over a year .
53810447	baseman	up	give	21	21	15	15	14	14	Rivera would come into the game in the bottom of the 9th and promptly give up a double to Mets second baseman Daniel Murphy .
53816735	lifestyle	up	gave	11	11	8	8	7	7	She returned to Constantinople in 522 and gave up her former lifestyle , settling as a wool spinner in a house near the palace .
53820729	vocation	up	giving	13	13	10	10	9	9	She returned to university lecturing in 1944 , later giving up her teaching vocation to enter politics .
53825568	right	up	give	4	4	2	2	1	1	Sheriffs give up the right to have any opinion about the content matter of the page , and restrict themselves to enforcing behavioral issues .
53829021	attempt	up	give	25	25	23	23	22	22	She arrived there on the morning of the 26th and , that night , her guns persuaded an unidentified blockade runner to give up her attempt to escape to sea and to retire to Wilmington , North Carolina .
53829817	custody	up	gave	15	15	14	14	13	13	She asked for a divorce without any alimony or properties from Harry and gave up custody of her kids .
53829933	life	up	give	13	13	11	11	10	10	She asked him if she could be the one to give up her life in order to save Prince Saleem , and after Akbar agreed , she asked for just one wish , which was to spend just one pleasant night with Prince Saleem .
53831018	baby	up	giving	11	11	9	9	8	8	She asks Katy if she can see herself giving up a baby and questions whether she is emotionally strong enough .
53831146	idea	up	give	14	14	12	12	11	11	She asks Ravana to entertain himself with his other wives and give up the idea of having Sita as his wife .
53831334	job	up	give	30	30	28	28	27	27	She asks Toadie to join her , but he turns her down after finding out that the tour is for a year and he would have to give up his job .
53836032	practice	up	give	26	26	23	23	22	22	She attended New Orleans Convent of the Sacred Heart but left when her father was diagnosed with tuberculosis and was forced to give up his dental practice .
53841530	independence	up	give	19	19	17	17	16	16	Sherman marched through Georgia in late 1864 , but the rebels fought on , refusing to give up their independence until Lee ' s army was captured in April 1865 .
53844677	run	up	giving	11	11	8	8	7	7	Sherry Smith pitched all the way , giving up an unearned run on three hits and two walks , while striking out two .
53847638	virginity	up	give	17	17	15	15	14	14	She ' s a freshman and , despite some close encounters , refuses to give up her virginity to him .
53848180	life	up	given	21	21	19	19	18	18	She said , ' I ' m free at last , liberated , and at last Jennifer has given up her life for me .
53849598	persona	up	give	24	24	21	21	20	20	She said that Jesus came to her at this time and spoke to her , saying if she promised to give up her Vanity persona , he would save her .
53855884	nomination	up	gave	16	16	14	14	13	13	She served until 1983 , when boundary changes abolished the seat and she gave up the nomination due to family matters .
53860055	drug	up	give	11	11	9	9	8	8	She shows little hope in being able to give up the drug .
53864285	dancing	up	gave	4	4	3	3	2	2	She soon gave up dancing to work as a faro dealer and became known for dressing in men ' s clothing , and at times like a gypsie .
53864604	chance	up	gave	17	17	15	15	14	14	She soon realises that she is mistaken and `` feels sad '' that she gave up a chance with Jodie , but still can not get Dodger off her mind .
53866801	venture	up	giving	9	9	10	10	7	7	She released two pop rock singles before giving this venture up for acting and glamour modelling .
53870619	teaching	up	give	29	29	28	28	27	27	She remarked that professionally , she is a `` professor first , '' and accepted the opportunity to host the program because she did not have to give up teaching .
53871164	lover	up	gave	9	9	6	6	5	5	She reminds Paul how she gave up her previous lover for him , a married man and demands that he leave his wife that night .
53872444	place	up	giving	11	11	9	9	8	8	She reported in 2007 that she would be giving up her place in Monaco .
53872516	work	up	gave	4	4	3	3	2	2	She reportedly gave up work as a professional seamstress to study music at the Moscow Music Conservatory .
53876986	life	up	give	12	12	10	10	9	9	She responds by telling him that she ca not give up her life to save his daughter ' s life .
53886943	job	up	gave	6	6	3	3	2	2	She recently gave up her teaching job to spend more time writing and now tutors in creative writing for York University Centre for Lifelong Learning as well as running occasional workshops in schools .
53887313	status	up	giving	31	31	28	28	27	27	She recklessly maneuvers to take out Scar , but at the last moment pulls away , setting up the kill for Louanne `` Kat '' Katraine and giving up her own status as `` Top Gun '' .
53887538	life	up	give	7	7	5	5	4	4	She recommends that Cerica give up her life as a mercenary and start a family in order to deal with her grief and move on .
53888055	career	up	given	42	42	39	39	38	38	She recorded her debut album Superheroes in September 2009 , and released the single and theme from Dani ' s House , `` Free '' , but it was never released and it was later confirmed she had given up her music career .
53889719	occupation	up	give	12	12	10	10	9	9	She refused to have her gallbladder extracted or to give up her occupation as a cook , maintaining stubbornly that she did not carry any disease .
53890595	journalism	up	give	8	8	7	7	6	6	She regretted that she had to give up journalism , and could only write about tradition and culture .
53894931	dependence	up	give	10	10	7	7	6	6	She says it will help her give up her alcohol dependence and get her daughter back .
53895110	while	up	gave	6	6	4	4	3	3	She says she gave up a while back and that she is who she is .
53895111	veganism	up	gave	5	5	4	4	3	3	She says she gave up veganism after she developed anemia and found it difficult to get proper nutrition while traveling .
53895300	practice	up	giving	16	16	14	14	13	13	She says she ' s undecided , but admits she is guilty for giving up the practice of medicine just to have fun .
53895389	dream	up	gives	15	15	13	13	12	12	She says she will never stop her modeling career and she never gives up her dream of becoming an angel of Victoria ' s Secrets .
53895865	smoking	up	give	15	15	14	14	13	13	She says that she negotiated an agreement in which her husband was to give up smoking in exchange for her support of his decision to run .
53900402	hope	up	given	24	24	23	23	22	22	She sends him away with a coffin with the sacrament of Rhea , asking him to open it only when he has given up hope of returning to her .
53902778	inheritance	up	give	6	6	4	4	3	3	She offers to give up her inheritance of one million dollars if Colonel Harrison will agree not to seek custody of her child .
53902991	winner	up	giving	9	9	7	7	6	6	She often accepts sacrifices that involve giving up the winner of the Glamazon Death Challenge to her .
53904075	longing	up	gave	23	23	21	21	20	20	She often settled for jerks , poor people , drug addicted losers , and the hideously ugly , but never gave up her longing for her soul-mate .
53904445	title	up	give	8	8	6	6	5	5	She often wishes she could give up her title and join the military like her cousin .
53905347	badminton	up	gave	4	4	3	3	2	2	She only gave up badminton when she was 70 , and skiing when she was 80 .
53910197	run	up	give	14	14	11	11	10	10	Shepard , who had an artificial leg , managed to give up only one run in five innings to the Red Sox .
53912413	blood	up	giving	11	11	8	8	7	7	She passes this power to Miyu upon giving up her own blood for Miyu ' s rebirth .
53919117	property	up	give	5	5	3	3	2	2	She promised give up her property if the Bukharan rulers would give to her another piece of land with permission to build a synagogue .
53926619	lead	up	gave	7	7	5	5	4	4	She performed well but gave up the lead at the wire to place second by a half length to graded stakes winner Marquee Universal .
53927251	career	up	giving	13	13	11	11	10	10	She persuaded him to concentrate on composition , which meant giving up his career as a travelling virtuoso .
53930471	daughter	up	give	5	5	6	6	3	3	She plans to give her daughter up for adoption , hoping to spare herself and her child the drama that she experienced while being raised by a single mother .
53938991	baby	up	give	8	8	6	6	5	5	She suggested that her daughter give up the baby , Cassie Newman , for adoption .
53940128	energy	up	gives	15	15	12	12	11	11	She supports Sophie all the way , and in the end gives up her life energy via the dangerous power Soulburn to protect her .
53940946	desire	up	gives	10	10	8	8	7	7	She survives several assassination attempts but never gives up her desire for revenge against the Kontrin Council and those who destroyed her family .
53943987	career	up	gave	21	21	18	18	17	17	She taught elementary school for six years , but after the birth of her first child , gave up her teaching career to pursue a writing career .
53943996	teaching	up	gave	12	12	11	11	10	10	She taught English and French , but on her marriage gave up teaching .
53946933	baby	up	gave	7	7	8	8	5	5	She tells him that she gave the baby up for adoption , and the couple who adopted him are the Campbells who live in Florida .
53948647	Otome-hood	up	give	20	20	18	18	17	17	She temporarily leaves Garderobe in an attempt to find the missing Kazuya , and was willing to give up her Otome-hood -LRB- virginity -RRB- to be with him .
53949144	something	up	give	9	9	8	8	7	7	She tests her admirers by demanding they give up something they value , citing Geoffrey Fielding ' s quote that the `` measure of love is how much you are willing to sacrifice for it .
53951234	child	up	give	10	10	8	8	7	7	She stated she made the decision to give up her child because she was `` indoctrinated to believe that I should never put my own personal desires ahead of the accomplishment of the purpose of the Sea Org '' .
53952711	show-business	up	giving	11	11	10	10	9	9	She stayed with Loss for fifteen years , before giving up show-business in the mid 1960s .
53954097	baby	up	give	7	7	5	5	4	4	She still refuses to give up the baby , and decides to jump over the ledge with the baby .
53955874	HSC	up	give	9	9	7	7	6	6	She struggles with his decision to give up his HSC , but is relieved when he returns home .
53958889	everything	up	give	15	15	14	14	13	13	She studied Law and International Relations in Oviedo , Toulouse and Brussels but give up everything to consecrate herself to literature .
53961148	stage	up	gave	5	5	3	3	2	2	She subsequently gave up the stage and became a governess to a family in Woodbridge , though after her arrival there was apparently `` much unpleasantness between husband and wife .
53964347	piracy	up	give	8	8	7	7	6	6	She then convinces her father to give up piracy , and is waiting for Kyarra when she wakes up .
53964548	modeling	up	give	6	6	5	5	4	4	She then decided to give up modeling and dedicate herself to bodybuilding .
53964549	tennis	up	give	7	7	5	5	4	4	She then decided to give up tournament tennis for other tasks , including the rearing of three children .
53966089	hacking	up	gave	4	4	3	3	2	2	She then gave up hacking and eventually moved to Las Vegas , where she became a professional poker player .
